Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
rz122;rz;;Л-18П-9 на отпайке в сторону ТП-335;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz123;rz;;"Л-21-7 отпайка на ТП-253 ОАО ""МегаФон"", д.Шуйская Чупа";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz124;rz;;Л-23-18 отпайка на ТП-254 п. Соломенное, ул. Горная;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz125;rz;;"Л-82-3 отпайка на ТП-255 ОАО""МТС"" п. Ладва-Ветка";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz126;rz;;"Л-82-11 отпайка на ТП-256 ОАО""МТС"" п. Ладва-Ветка";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz127;rz;;"Л-21-7 отпайка на ТП-257 ООО ""СП №4"", пос. Шуя";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz128;rz;;"Л-22П-13 отпайка на ТП-258 ООО ""ССБ"", с. Деревянное";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz129;rz;;Л-18П-3 отпайка на ТП-259 д.Верховье;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz130;rz;;Л-18П-3 отпайка на ТП-239;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz131;rz;;Л-82-3 отпайка на ТП-315/1 д. Таржеполь СКЗ-13Б газопровод;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz132;rz;;"Л-46П-19 отпайка на ТП-404 м.Орзега СОТ ""Виктория""";true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz133;rz;;Л-21-12 отпайка на ТП-261, Бломберг С.Р;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz134;rz;;Л-21-12 отпайка на ТП-262, Лащилов А.С.;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz135;rz;;Л-21-7 между ВС-6 и Р-90 (отсутствует);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz136;rz;;Л-2П-15 отпайка на ТП-148;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz137;rz;;Л-2П-15 между ВС-11 и ТП-24;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz138;rz;;Л-21-12 отпайка на ТП-263;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz139;rz;;Л-21-12 отпайка на ТП-264;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz140;rz;;Л-21-7 отпайка на ТП-266, Лисняк М.И.;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz141;rz;;Л-21-11 на ВЛ-6кВ Л-21-11 на выходе головного кабеля с ПС-21;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz142;rz;;Л-46П-19  в сторону ТП-267;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz143;rz;;Л-21-7 участок между ВС-4 и ТП-18 (перемычка между Л-21-7 и Л-21-11);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz144;rz;;участок фидера Л-21-11 между Р-141 и ВС-48 (перемычка между Л-21-11 и Л-21-7);true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz145;rz;;Л-21-12 отпайка на ЗРУ-6 кВ ТП-102 ( опора 75-1) ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz146;rz;;Л-18П-2 отпайка на ЗРУ-6 кВ ТП-102;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz147;rz;;Л-46П-20 отпайка на ТП-49;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz148;rz;;Л-21-12 отпайка на  ТП-108 ;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz149;rz;;Л-46П-19 КЛ-10 кВ в сторону ТП-159;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz150;rz;;Л-46П-19 КЛ-10 кВ в сторону ТП-160;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz151;rz;;Л-46П-20 на отпайке в сторону ТП-46;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz152;rz;;Л-22П-13 на отпайке в сторону ТП-161;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz153;rz;;Л-18П-3 на отпайке в сторону ТП-145;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz154;rz;;Л-21-12 на двухцепной оп.№78 у ТП-102 в сторону ТП-150;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz155;rz;;Л-21-12 на двухцепной от оп.№111/11 у ТП-104 в сторону ТП-102;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz156;rz;;Л-18П-2 на двухцепной опоре №78 в сторону Аэронавигации;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz157;rz;;Л-46П-19 на отпайке в сторону ТП-382;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz158;rz;;Л-5-19 на отпайке в сторону ТП-170;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz159;rz;;Л-21-12 на отпайке в сторону ТП-178;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz160;rz;;Л-5-19 на опоре №8;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz161;rz;;Л-5-19 на опоре №72 на Газпром;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz162;rz;;Л-38П-2 на отпайке в сторону ТП-284;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz163;rz;;Л-22П-13 на ТП-180;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
rz164;rz;;Л-21-12 на анкерной опоре фидера в сторону ТП-179;true;11;0;0;1;0;1;true;;true;;0;0;0;;0;0;0;0
